mythe,525,443,541,506,884,418,474,417,431,442,512,614,378,537,433,535,439,504,872,503,796,729,797,757,426,411,679,730,873,416,505,615,624,619,798,751,766,760,731,550,781,754,780,786,769,761,783,770,779
symbole,928,920,942,935,40,917,926,927,38,24,922,925,923,398,921,43,937,3,919,924,929,30,27,931,918,916,938,941,908,932
homme,289,450,451,11,380,637,198,821,533,625,37,265,62,652,838,628,803,627,345,635,716,820,749,240,220,280,910,218,481,915,424,447,435,642,252,185,276,752,790,247,233,711,632,35,667,332,676,349,320,791,934,57,278,232,825,795,672,636,6,215,725,310,678,379,721,94,45,648,249,354,224,264,907,390,346,34,737,467,914,482,602,257,863,705,61,556,95,866,106,457,489,671,351,195,909,557,566,44,613,209,727,9,23,324,136,85,389,522,285,377,666,397,262,561,661,862,659,4,539,673,326,913,868,617,72,164,20,649,771,55,8,208,691,865,330,620,524,775,941,653,568,536,526,782,939,33,440,455,193,25,190,736,940,54,826,943,633,194,631,256,802,870,583,693,738,778,86,321,371,48,78,892,586,505,343,592,228,284,873,353,638,718,356,848,362,66,427,331,269,483,806,137,22,7,434,227,665,322,893,151,206,205,259,471,784,31,51,277,639,114,360,84,864,881,202,268,549,682,747,248,578,597,931,16,210,335,503,847,46,155,476,582,849,894,534,744,201,12,231,511,930,196,412,643,103,590,807,818,429,596,842,71,188,323,846,316,654,239,773,800,192,305,50,629,391,789,929,598,670,138,728,484,819,827,213,425,640,793,783,493,394,370,407,681,878,149,428,860,880,669,858,538,720,698,704,706,712,723,701,699,714
