mythe,663,656,670,616,658,614,660,419,668,629,677,650,654,851,675,729,615,805,9,640,800,666,634,865,655,633,639,872,774,649,662,875,665,920,411,942,913,935,922,443,928,43,925,423,410,929,432,932,926,927,24,421,12,30,431,916,32,420,924,415,933,917,914,923,918,414,430,418,937,930,416,7,427,780,769,751,754,731,759,766,755,550,760,770
symbole,229,255,258,134,125,251,203,202,404,400,279,250,719,216,399,398,256,206,403,264,224,406,885,210,93,29,215,408,231,278,107,409
homme,240,289,37,276,635,838,566,241,705,652,586,429,910,218,380,17,322,752,803,819,602,61,435,627,533,673,412,915,434,439,62,242,243,149,892,628,13,185,244,252,20,691,35,451,667,370,440,280,34,934,393,768,825,3,846,11,66,345,209,265,321,8,636,54,57,433,354,389,44,624,23,231,637,346,320,309,798,332,481,534,424,401,526,749,648,22,427,215,727,620,873,239,493,40,671,86,379,76,390,194,262,631,296,315,590,377,907,672,351,233,95,91,883,653,557,353,72,268,642,802,649,592,208,471,395,930,862,7,568,807,558,839,505,71,368,737,201,849,358,356,582,676,253,378,537,374,659,323,94,561,277,213,399,33,6,133,641,362,85,97,680,159,863,436,937,366,313,234,168,365,865,771,757,397,744,826,860,360,224,406,729,269,725,775,736,391,257,278,581,135,382,457,489,21,728,758,212,666,476,288,640,205,16,45,778,81,324,310,228,347,818,450,563,891,654,795,638,707,202,367,220,578,747,634,681,249,139,503,847,569,136,791,940,407,511,884,564,238,409,939,15,114,596,782,230,785,509,206,482,55,364,151,349,51,350,75,142,520,711,446,60,766,923,339,464,47,806,123,216,2,603,625,677,921,639,893,716,793,809,48,78,522,646,941,193,204,678,917,919,779,46,121,880,105,690,901,334,739,69,613,616,506,748,190,264,746,931,633,137,9,326,188,776,50,792,361,222,330,781,31,904,122,878,425,68,597,868,583,438,712,84,683,864,906,376,909,943,867,58,227,665,299,559,698
