id,w,k,n,ll_token,u_mass,c_v,c_uci,c_npmi
6159515731325804847,40,8,2780,-8.43299,-2.6546507858555666,0.36954266400000924,-2.9658869266373626,-0.06948869907828692
-4720027437812320298,46,5,2730,-8.42915,-2.3308590675870797,0.3555926375955731,-2.3897533606313965,-0.061665151473671444
-7242441609574959688,44,11,2700,-8.39518,-3.637531236838663,0.3572162179775405,-4.069676730340067,-0.09846578119221877
8681899633274646817,42,6,2630,-8.44642,-2.2368820118166,0.3481347758442801,-2.0675043381594373,-0.05006290488303625
-936415000898806289,33,19,2620,-8.37595,-3.673903906090399,0.36094014260674584,-4.436107235205573,-0.105915896053929
-2987550159388060853,30,12,2770,-8.39251,-3.300998195442119,0.354928173209907,-3.955988283575142,-0.09641642010527161
8681888288291950940,42,17,2640,-8.40045,-3.659406664820225,0.3658360838460904,-4.319080638080354,-0.10164445620536253
324763081208823502,34,7,2620,-8.4179,-2.3661797403497586,0.35302727650697724,-2.068783305080225,-0.04487835391854265
6630755647198633812,39,18,2800,-8.38359,-4.048108027117931,0.3586493868703322,-4.979986462080015,-0.12423382969183575
4108362905928659873,37,7,2790,-8.42461,-2.656809019692677,0.32145899943227685,-2.359216846676096,-0.055178695945308234
-5981254700309309488,45,16,2700,-8.39068,-3.9246071783276424,0.35207813251983594,-4.670737230269754,-0.1144378041156526
7420717769987671987,41,15,2620,-8.41085,-3.3243415731214765,0.37590291725929903,-4.076201337783569,-0.09716039858588595
1585980257760114792,35,8,2770,-8.45163,-2.4724700959658774,0.34174022611707106,-2.297016293367218,-0.05223144967841882
5369551080124125892,38,19,2630,-8.3848,-3.801871165839024,0.37584970875495033,-4.510181264100273,-0.10508870876636577
-4720013564698925499,46,16,2740,-8.39311,-4.119615392815874,0.37162499699162393,-4.926216640469933,-0.1264741209596653
-2668913709906605007,49,11,2710,-8.39932,-3.0431695927949334,0.3703990063256979,-3.6662515230132176,-0.0866892227415071
6630769519146979611,39,7,2630,-8.43565,-2.4701479255871397,0.36197851593037605,-2.141602040461783,-0.046224911874652906
-3458836744778586181,47,7,2750,-8.45037,-2.5257089307769682,0.35167177112541737,-3.026994411067034,-0.08079104206981366
7420710207498496421,41,5,2800,-8.43182,-2.2478661211880597,0.33147148956819883,-1.7487191448470312,-0.044740160898705465
-2197610738361700606,32,17,2680,-8.37799,-3.6978067261495604,0.3661038502627628,-3.976550354806009,-0.08676587468586625
324787047244229613,34,18,2790,-8.39327,-3.5795737827075467,0.3764429321590586,-4.022161114505116,-0.08810966680159084
-8503655002863798327,43,19,2600,-8.3971,-3.62057768822948,0.3895856305127679,-4.529076293186066,-0.10889549301681667
-936427611759667871,33,5,2660,-8.41286,-2.369571667565057,0.3364435959444156,-1.8685851735524792,-0.04753474597820347
1585982786477998410,35,10,2690,-8.42614,-2.880956630182994,0.35550046390706014,-3.19255305218275,-0.07280644966399194
2847167168270037324,36,5,2710,-8.40658,-2.221906789291651,0.3162428674782684,-1.6476711173784722,-0.038921214310089776
-2668911190751443581,49,9,2790,-8.43586,-2.5308107780552054,0.33941977259031464,-3.083787782760447,-0.0786671881628035
2847179779084296946,36,15,2730,-8.37218,-3.4431738231373603,0.36803701555207724,-3.999722552709728,-0.0913096461952637
-3458822870448880226,47,8,2600,-8.41894,-2.2852243761758966,0.33393229867588303,-2.578509252793159,-0.06360735237661855
-2668922538213363730,49,18,2780,-8.40493,-3.539743623532377,0.38050490542864834,-4.697774213793132,-0.11366378013934247
-8503646174612961956,43,8,2630,-8.45406,-2.5891199116497123,0.34533081915137787,-2.3801570151934675,-0.05447142766006877
-2197610738440923938,32,17,2620,-8.38289,-3.6275886275809035,0.3742242989248454,-4.008110398334692,-0.09005856621988102
6159518248863878261,40,10,2700,-8.3938,-3.3108906144473176,0.36377110791989103,-3.6117281396802867,-0.08433892368697013
4108372999134943141,37,15,2770,-8.38607,-3.5475147887697966,0.37369755139388844,-4.007404039327048,-0.09207866354622744
