id,w,k,n,ll_token,u_mass,c_v,c_uci,c_npmi
-1726351898179712050,31,10,2890,-8.41766,-3.010542446440364,0.36143729281254855,-3.3086318978223352,-0.07779162063341956
-2668913709456896093,49,11,2840,-8.40016,-3.377179354715308,0.35244237554438873,-4.178870637175135,-0.10581492627386181
2847182308009559286,36,9,2960,-8.43479,-2.636476206413043,0.3484069067955746,-2.742587614672605,-0.06614535062111936
7420721552541774846,41,12,2810,-8.4011,-2.9758254855119604,0.3758992501773051,-3.4871986402801043,-0.0785672877621127
7420690027561272227,41,21,2930,-8.40446,-4.370780353979963,0.3813968103114139,-5.287906024059545,-0.13067840028959457
4108347775653995987,37,19,2980,-8.3777,-3.641955727508181,0.3915160285197378,-4.46450758121192,-0.10312404607552808
-2197622083074105115,32,24,2890,-8.36531,-4.172376523077017,0.38155673279550467,-4.761256392333948,-0.11207587968874311
-3930113231428845491,48,22,2960,-8.40008,-3.8086914826871494,0.377097899835934,-4.9621892077659036,-0.1183124102359446
-2197606953440218179,32,20,2870,-8.38289,-3.583815428501983,0.38902334754010476,-4.314897897540038,-0.09751607255144179
1585952516675851480,35,18,2840,-8.37934,-3.6855228454079287,0.39186312041815136,-4.279210669901207,-0.09800943671223078
5369578822979263684,38,5,2960,-8.39863,-2.3089583104094658,0.34164206894938515,-1.7728282712608823,-0.04039088800712938
324783264356922740,34,23,2950,-8.36909,-4.330811368854939,0.39308047412673575,-5.087761678650025,-0.12412655969836871
6159495546392850541,40,24,2970,-8.40181,-4.372704200121478,0.38063236427464225,-5.634121022598908,-0.14532223613094786
-3458816559561359919,47,23,2920,-8.40419,-4.370598017080746,0.3782759045630754,-5.480456563812056,-0.1399060175122569
-5981259744197886952,45,20,2800,-8.38459,-3.7102055755826386,0.3572557880425281,-4.6691788737513855,-0.1103254562131317
2847152039057898126,36,17,2800,-8.37809,-3.8283068840013024,0.37450443185768245,-4.332189382267993,-0.10193178726154345
-3930103145208196027,48,14,2800,-8.39158,-3.6672202520246726,0.36556458059130803,-4.4461597547272005,-0.1082852302858461
4108364171061194218,37,6,2920,-8.38826,-2.189725951370222,0.35605665824580374,-1.946701980638415,-0.04375431954031181
-8503643657643432454,43,10,2970,-8.42222,-3.153364102052259,0.340699177468162,-3.5291019359567826,-0.08226246187409805
6159522030770213876,40,13,2850,-8.39138,-3.7329950264899567,0.37740655643183574,-4.329316588319755,-0.10391381476049649
8681909722356656625,42,14,2990,-8.36818,-3.2388569515862007,0.37862172870786664,-3.8415723801512898,-0.08760166893168526
-8503653746720782066,43,18,2910,-8.38173,-3.6735906548125965,0.39095040260555397,-4.526411325311117,-0.10768094282127968
7420710207808399455,41,5,2830,-8.42456,-2.1489983451113384,0.3466157694289263,-1.8234747009639043,-0.046400160291690314
-5981258487991958045,45,19,2940,-8.39055,-3.6016638848773046,0.39203362819657867,-4.6141027465263935,-0.10621309915657348
5369558642816019984,38,21,2860,-8.39132,-3.7670469418137045,0.3725145558272026,-4.803657086606802,-0.11663220042069639
-3458810259942193540,47,18,2880,-8.38928,-3.7246097263394486,0.38124616873656314,-4.971918958854816,-0.12636387793795742
-3930101883941294264,48,15,2940,-8.40579,-3.507793027110857,0.3720503495234722,-4.480677005272864,-0.10570867774966698
-2197624607369462729,32,6,2990,-8.4275,-2.1977716898049677,0.3626106421007431,-1.6669462556205537,-0.031942056904278884
-4720023653240352571,46,8,2860,-8.4119,-2.3995211285910774,0.35352576118040235,-2.6443968461611522,-0.062186047213652534
6630758164545639190,39,12,2940,-8.37362,-3.2608349285220073,0.35528982529018993,-3.965257950266898,-0.09729986304079541
-8503647435413844119,43,9,2830,-8.45124,-3.0040296393046835,0.35218722897514626,-3.300383251714503,-0.08198320863289622
-3458836744561887067,47,7,2820,-8.44871,-2.7221978837391516,0.3454167654767795,-2.9984791465477016,-0.07813877662803122
2847183564271410545,36,10,2820,-8.38448,-2.9170217096239974,0.34189170598988505,-3.1994972435653537,-0.07536293545650037
5369568736465021872,38,13,2900,-8.38379,-3.424905833141812,0.3670997220000783,-3.8620310373239572,-0.08935975953369191
-7242437824588234517,44,6,2870,-8.43745,-2.540591599488853,0.3388921202782948,-2.444373724859689,-0.05911421234231264
-7242454224818735608,44,17,2950,-8.38958,-3.7007712552608605,0.3846833050642864,-4.7893653581662,-0.11680440985983635
-4720013564139701979,46,16,2900,-8.38885,-3.959086757029497,0.3865639581517154,-4.819089598704422,-0.1218161102532582
-2197608211650031366,32,19,2930,-8.37561,-3.7641474918049025,0.37939644135035966,-4.624893788311699,-0.10885090638988293
4108361644542923112,37,24,2820,-8.37448,-3.979746909056159,0.38271056158406463,-4.874164943935614,-0.11617347140302066
-5981247133090034982,45,10,2940,-8.39564,-3.315795936491962,0.35234336121818643,-3.803705645014717,-0.09107038504619933
8681913507222216700,42,13,2860,-8.40763,-3.3404753714541924,0.3654935998927668,-3.8346823270074997,-0.08692467670883865
324758036341604878,34,11,2800,-8.38074,-2.972765825599257,0.3827681846358878,-3.26414361276612,-0.0698050455456796
-936408689848179122,33,22,2920,-8.39264,-4.01547323827584,0.37753593043492056,-5.077300790654445,-0.12658597485100312
-2668918753128774443,49,23,2910,-8.38551,-3.9684586907416213,0.38576234789306735,-5.21031439393528,-0.12914409098959237
-3458817827215060300,47,20,2830,-8.39248,-3.5011910347408857,0.3698087109927319,-4.568990785771397,-0.10733469353552105
6159494290366339180,40,23,2880,-8.41999,-3.9636141260493294,0.37662211989345334,-5.091027031589783,-0.12472731303222487
4108349031992740480,37,18,2870,-8.38639,-3.4694882061614045,0.3553744682569057,-4.32430092525902,-0.10403108187511585
-2987580428682246419,30,20,2840,-8.35348,-3.7731519102512694,0.37292216003994716,-4.236604034824964,-0.09591181615811181
-2197603166081453244,32,23,2960,-8.3869,-3.61872607715704,0.3936609987990133,-4.338194499635188,-0.09222110799465807
6159511946753837120,40,5,2950,-8.39705,-2.307077741695186,0.32893277229083906,-2.0555766540613325,-0.05077167530812342
-3930114497297690804,48,21,2890,-8.41468,-3.938097286059692,0.37087897196836767,-4.9213192422825145,-0.1158714691486185
-936438959172655962,33,14,2840,-8.38613,-3.241547617906904,0.35929747363059106,-3.793361088227931,-0.08804071815766414
2847181040020324793,36,8,2890,-8.42739,-2.3739368990022367,0.3437287889236461,-2.1568190427889173,-0.04708840473903943
-2987562771886981329,30,6,2840,-8.40235,-2.533287111726842,0.3536708531740321,-1.894817676453414,-0.03950157782615705
-2987586739509184178,30,19,2900,-8.37975,-3.9609206257388214,0.3719159426182655,-4.531135533721899,-0.10544687652272125
6630743034173111188,39,24,2810,-8.38715,-4.16911367551614,0.3978092457513804,-4.844802390419805,-0.11734150125533427
-7242436568403276492,44,7,2980,-8.45721,-2.5083228096229475,0.34063432898984686,-2.598687605016352,-0.060465350162871564
-1726354422295652118,31,8,2820,-8.42281,-2.582806447255789,0.34088821915114687,-2.6846161734126346,-0.06359495580257526
-936440225062472157,33,15,2900,-8.37428,-3.5650247181313706,0.3672520303912941,-4.115444090357815,-0.0932814423485016
-5981245872112065371,45,9,2800,-8.42652,-3.375310972232445,0.3108077809555274,-3.553258217194669,-0.09315257639908456
-2197623348928969840,32,7,2860,-8.43046,-2.624801291151624,0.36579843550332897,-2.516818867483242,-0.06237460107384875
-4720022392413839330,46,9,2990,-8.42229,-3.1417068421203598,0.33238797338990456,-3.305088445779136,-0.08282674520309728
-3930094316687068288,48,5,2990,-8.4382,-2.2821869435841133,0.3110110484665782,-1.9686169252844827,-0.0524720607068863
-1726384693996828918,31,16,2940,-8.37456,-3.48364372755536,0.35682467312833877,-3.889554065161179,-0.09115196221862071
5369554864959394693,38,22,2990,-8.3758,-4.071076306377015,0.3693120913703597,-5.044915822152078,-0.12576034289741497
-3458811515987345685,47,19,2970,-8.4039,-3.773795307823608,0.38332962538223964,-4.944061802509338,-0.12057536671028511
-7242454224923590018,44,17,2920,-8.37512,-3.862214005083295,0.37293999545425954,-4.8457044024206,-0.1191245452217841
-2987588000682882021,30,18,2880,-8.37294,-3.544099959117239,0.38531915597576205,-4.117042628867617,-0.09454135265058186
-4720013564370381681,46,16,2970,-8.39305,-3.976026741047933,0.380801377788394,-4.984466315927559,-0.12488788619464317
6630749336313443603,39,23,2990,-8.38039,-4.195542878724263,0.36810956675910317,-5.205912530334728,-0.12977087881764496
-2197608211647701268,32,19,2940,-8.37345,-3.9040858728996515,0.3671423715727846,-4.479414361927665,-0.10357661932704289
4108361644577874582,37,24,2850,-8.3888,-4.071426672631468,0.40110740563913067,-4.8935190079610384,-0.11413298820519997
-3458836744596838537,47,7,2850,-8.46523,-2.608088114595327,0.35674477293805973,-3.1472638266824555,-0.08305823839417888
2847183564227138683,36,10,2850,-8.38196,-3.221613288651625,0.36079062688985164,-3.635289494517648,-0.08738233813705246
5369568736378808246,38,13,2970,-8.37762,-3.027022648628404,0.38267560954748997,-3.4887229715003985,-0.07945163120501789
-7242437824804933631,44,6,2800,-8.46537,-2.6469554022163084,0.32530506049978797,-2.5446062305351678,-0.0611835059768695
-3930101883934303970,48,15,2930,-8.40261,-3.5447285216733557,0.3684350382251623,-4.654904225007735,-0.1167679223897759
-4720023653032973849,46,8,2810,-8.42248,-2.572999724608287,0.36024927955082764,-2.969798736685108,-0.07295424593002836
6630758164557289680,39,12,2930,-8.39076,-3.3323058208844336,0.36201491239192296,-3.7016402631304572,-0.08716788848176103
-8503647435439475197,43,9,2840,-8.46194,-3.0131087052113377,0.3259986291361361,-3.323997077854479,-0.08501761705941457
-5981244614060698848,45,8,2980,-8.44098,-2.4103392783765423,0.3352053442930779,-2.4489328096379595,-0.0567575768812445
-8503653746653209224,43,18,2960,-8.36218,-3.8947151621857907,0.37636182191009254,-4.6969361804052605,-0.1138243063434155
7420710207824710141,41,5,2840,-8.41762,-2.2209790408493815,0.33657226907999654,-1.6699989395678383,-0.041522435733480634
-5981258487994288143,45,19,2930,-8.39578,-3.5700845157173373,0.3879119057188761,-4.633415838202035,-0.1098614264827883
5369558642273107150,38,21,2810,-8.38822,-3.809718670367135,0.38308128830755594,-4.61086341146498,-0.1077509243568609
324754251124200005,34,12,2980,-8.36665,-3.166078606030044,0.3778419272240245,-3.5316426289946565,-0.07878402824264306
-3930103144683923977,48,14,2870,-8.39655,-3.5099887666761367,0.36316910249656864,-4.2218021597108315,-0.10008075866057808
4108364171249932156,37,6,2950,-8.38944,-2.439389958655591,0.3357569759477333,-2.117859167016893,-0.047657003441669905
-8503643657715665492,43,10,2900,-8.42272,-3.2952353838048687,0.3317829200161767,-3.613059086030509,-0.08800765874269326
6159522030814485738,40,13,2820,-8.39037,-3.691870119062003,0.3682724947659951,-4.157006098827679,-0.09701964242832105
6159495546329937895,40,24,2900,-8.4061,-4.379692576362085,0.37157260801641606,-5.571669147263557,-0.144329564482072
-3458816559298058845,47,23,2950,-8.40709,-4.315828174407091,0.37328681086744536,-5.44016259371344,-0.13864857663425015
-5981259743827401370,45,20,2870,-8.40688,-3.7998541150546488,0.369092072429386,-4.73754103643105,-0.11508519984251186
-2668930105090113830,49,24,2890,-8.40639,-4.230288932564438,0.390122249483214,-5.410717715858106,-0.1333615349695188
2847152038538286272,36,17,2870,-8.38043,-3.6856372320727426,0.3619270542873102,-4.495714052111877,-0.1086886356743019
7420690027558942129,41,21,2940,-8.3946,-4.001494860057441,0.3791791179519462,-5.049126259560348,-0.12440601821291439
-3930113231342631865,48,22,2910,-8.40079,-3.6846210432426716,0.39722191176233407,-4.726614904087163,-0.10910731295844762
1585952516692162166,35,18,2830,-8.38473,-3.5241134836772656,0.3771828681203677,-4.096561354624316,-0.09226658076287818
-2197606953661577489,32,20,2800,-8.37754,-3.643012801753085,0.38730519182529877,-4.50633958287966,-0.10350617947385041
324783264335951858,34,23,2920,-8.38262,-4.181072172544828,0.3909124342339031,-5.191668057639753,-0.12860972973678314
5369578823070137506,38,5,2910,-8.38251,-2.7423351228149313,0.32824936745811906,-2.378153687764781,-0.0598608973267872
-2668913709431265015,49,11,2830,-8.40796,-3.074025582690507,0.36886504350512683,-4.019990925788963,-0.09979134005565364
2847182307946646640,36,9,2910,-8.43637,-2.693803066755644,0.3520282450537479,-2.657269117569609,-0.06353432458814037
7420721552600027296,41,12,2860,-8.39285,-3.0041258473235364,0.3734765254389722,-3.7519514758301633,-0.08953307509411872
-1726384693994498820,31,16,2930,-8.37589,-3.6643802992000882,0.3621851426900552,-4.058601258282445,-0.09498892170443463
-3458811515896471863,47,19,2900,-8.40701,-3.743175320012857,0.3858932406475937,-4.984870228614958,-0.12379694702107907
-8503655002530594313,43,19,2890,-8.40495,-3.4963030488025746,0.3913737669598958,-4.3712491837347285,-0.1015163089821034
6159524559702466510,40,15,2890,-8.38363,-3.526881128554138,0.35599298227800286,-4.452678971745331,-0.10866787123064785
-5981245872333424681,45,9,2870,-8.42386,-2.8280298973897255,0.3396592767875038,-3.0066046098264345,-0.0724439926305821
-2197623349173630130,32,7,2810,-8.42668,-2.379003472989346,0.350591601318916,-2.1233641415535534,-0.050611941491889585
-1726354422339923980,31,8,2850,-8.43382,-2.7492972186286484,0.3436938845418708,-2.5930326477839496,-0.06232055822722165
-936440224990239119,33,15,2970,-8.36619,-3.5873176692525797,0.36692110620544505,-4.152252143471773,-0.0931979026839938
5369564954043734599,38,14,2880,-8.37883,-3.447084935256849,0.34672265647479794,-4.045292245696767,-0.0967514395063408
-2987586739590737608,30,19,2970,-8.37438,-3.738538533595335,0.38054005500026156,-4.497350865434368,-0.10677105122173926
-2987562771907952211,30,6,2830,-8.3959,-2.3086129824361135,0.34561641950237876,-1.7098954615106468,-0.03641992074192371
-4720012298930274400,46,17,2880,-8.39779,-3.6658647925785646,0.36647384327199745,-4.764268794966803,-0.11774491415472005
6630743034422431674,39,24,2860,-8.3919,-4.091382145688827,0.39155259695449257,-5.026910787684683,-0.12380452225383894
1585955033654701374,35,20,2880,-8.37789,-3.9777957775551167,0.36656771265020727,-4.73239459311897,-0.1149037082296592
1585973958047744493,35,5,2990,-8.38666,-2.2704454098723894,0.32350356029592386,-1.7343791721817532,-0.0381556607213514
7420712724726666801,41,11,2990,-8.39703,-3.6218128653428265,0.347904723110314,-4.004994904104315,-0.09854453131460796
-936438959151685080,33,14,2830,-8.37852,-3.2923450636658593,0.36792419548393646,-3.6403538714068344,-0.0812330609483055
-2987580428661275537,30,20,2830,-8.36516,-3.6715395679430474,0.36774024570489233,-4.408466254767675,-0.10400856090137098
4108349031468468430,37,18,2800,-8.37985,-3.654438411339747,0.3656997332134531,-4.3703506505481196,-0.10521872423742178
6159511946630341926,40,5,2920,-8.39386,-2.530560486074522,0.3423762376844344,-2.2787448119130818,-0.05828283377819747
-2197603166288831966,32,23,2910,-8.38017,-3.697360040361654,0.3890127881151262,-4.452894899506999,-0.09848570412415093
-936408689967014120,33,22,2950,-8.39167,-4.105744549211305,0.37271193815656184,-5.030088519054035,-0.12561729050946088
-2668918752912075329,49,23,2960,-8.38556,-3.6991547489229,0.3820842340974659,-5.000466768815748,-0.12111930435510723
2847150778024006163,36,16,2980,-8.38191,-3.5903340378067226,0.35899380223892113,-3.8454567349528452,-0.08237040207942234
-3458817827189429222,47,20,2840,-8.40125,-3.7061827775711307,0.3713138611163599,-4.922464848736938,-0.12014719252644038
