id,w,k,n,ll_token,u_mass,c_v,c_uci,c_npmi
-5981247133087704884,45,10,2930,-8.39368,-3.354191155064183,0.3350784513628304,-3.934018100860727,-0.09870944980306953
8681913507620663458,42,13,2810,-8.39698,-3.1287468670477643,0.3746997378829238,-3.761634711525209,-0.0849046752276151
324758036120245568,34,11,2870,-8.37674,-3.3376787735058913,0.37624597186586206,-3.5511400345885846,-0.07684993253543908
-3930104400901503374,48,13,2980,-8.40712,-3.4354259100249966,0.3769937925404181,-4.1209040988307315,-0.09675265830047239
6159524559523048964,40,15,2800,-8.39095,-3.543101645351258,0.37411123491504383,-4.095072762292296,-0.09727818509886882
-8503646174354321078,43,8,2920,-8.44752,-2.493042089335451,0.3601003709410065,-2.4563576113020544,-0.06118207367881167
-4720022392465101486,46,9,2970,-8.42316,-3.0086119119240866,0.3298778787207856,-3.2705419412950616,-0.08016752345667272
-2197623349054795132,32,7,2880,-8.43229,-2.696241876344001,0.3512983147224881,-2.350509082366537,-0.054772601075261974
6630764475892188803,39,11,2850,-8.39753,-3.1294319610257464,0.3527446174351201,-3.2656689010783184,-0.07048200350335793
-5981257226783308732,45,18,2850,-8.38953,-4.2749993492036,0.3650675584302839,-4.917090121341437,-0.12255605368682614
-3930094316710369268,48,5,2970,-8.43286,-2.324372387482689,0.3061012394820345,-1.7176800111536117,-0.04126946143667933
-3458811516038607841,47,19,2990,-8.3949,-3.7070176142589424,0.39277435114268194,-5.017348661991265,-0.1249668132322122
5369554864982695673,38,22,2970,-8.38684,-4.451864818602855,0.362941156003549,-5.380741256213891,-0.13735394349844032
-8503655002966322639,43,19,2800,-8.39705,-3.681445254168552,0.37441937896460525,-4.589974219168753,-0.10742461029399786
-4720012298433963526,46,17,2810,-8.39687,-3.7063595669119382,0.36434589250931343,-4.80580336290764,-0.11995983379914617
1585973958334346547,35,5,2900,-8.37931,-2.5644389218989496,0.3089726552777597,-1.959243504062909,-0.04867077734694569
4108342730146000413,37,23,2930,-8.37054,-4.151518798740804,0.3872324519499616,-4.8922528827500695,-0.11766985288931157
1585955034109070484,35,20,2810,-8.38225,-3.941533796257352,0.38109735596383937,-4.653289718320961,-0.11358168438035768
-2197609477607420403,32,18,2820,-8.34634,-3.9801774556376355,0.38365616411710346,-4.793051862133712,-0.11660647265080332
-7242455483193985753,44,16,2840,-8.39105,-3.9307862450473054,0.3840590925975689,-4.788506101053713,-0.11831849545483408
-7242436568342693944,44,7,2960,-8.44773,-2.4156699961600876,0.34937530473644157,-2.421572549365415,-0.05673176034888589
-3458835483861199118,47,6,2930,-8.4074,-2.333983971667828,0.342792274244113,-2.531155878332293,-0.06103823020580471
5369564954167229793,38,14,2810,-8.37221,-3.415928600983325,0.3459527847845578,-4.13306208015653,-0.10132129609643602
-3930114497209147080,48,21,2870,-8.41494,-3.8581522314505188,0.38608735697377145,-5.005501104443834,-0.11952269568511198
-2197603166058152264,32,23,2980,-8.38206,-3.8283731174601643,0.38902830407180566,-4.5351557027900915,-0.1034270080629243
4108349031885555972,37,18,2890,-8.38576,-3.560486919849284,0.36278580567878366,-4.327071178480816,-0.10196309041699442
324779477054080157,34,24,2840,-8.36662,-3.9860133883105937,0.39712986858517746,-4.712848937402885,-0.10809741968962842
1585951256245454899,35,19,2950,-8.37333,-3.7646717405955896,0.3846352721322987,-4.509358010391633,-0.1056263067350111
7420688766874564866,41,22,2820,-8.39231,-3.8548301097426045,0.37320750591532137,-5.000395238883109,-0.12249753280531245
7420712724789579447,41,11,2900,-8.39569,-3.372528760397124,0.3637183711164898,-3.5497544475845206,-0.08054035670900915
-2668904881508972462,49,12,2950,-8.38098,-3.3176715157974868,0.3770017524126476,-4.006045888479201,-0.0977444240544748
5369566209799954592,38,15,2950,-8.36619,-3.6418958950543523,0.3816232144645159,-4.311171629698437,-0.09945545886068029
2847181040062266557,36,8,2870,-8.42613,-2.6183817701936722,0.33699231035866084,-2.5844742359208372,-0.06351112862782217
6159523292002164169,40,14,2940,-8.37677,-3.3450199069470723,0.3607767344348698,-4.042639487119071,-0.09969853771600568
8681913507180274936,42,13,2880,-8.39362,-3.2774510054040085,0.358447763749299,-3.694104693448743,-0.08300950232823251
-4720026170235513151,46,10,2830,-8.41697,-3.400872823318256,0.367725126314108,-4.041710422453773,-0.09841301251147559
-3930104401155484056,48,13,2910,-8.42016,-3.300320511321398,0.39807404534358065,-4.213618951291392,-0.10169245873026617
4108362905751572425,37,7,2830,-8.43157,-2.9590098701759695,0.3366162687410162,-2.492450915560731,-0.05452762443845816
-3458802688051072544,47,24,2830,-8.40075,-4.045055433117629,0.3677109573306369,-5.342934137038342,-0.1330031880231435
2847150777811967245,36,16,2910,-8.37771,-3.609238311907219,0.35754719885381253,-4.173381703503331,-0.09597722222105187
6159494290398960552,40,23,2860,-8.39837,-4.048033412329688,0.37574459115411935,-4.976928463728123,-0.12179366528657087
-8503651220330666350,43,20,2940,-8.38886,-3.7019842902480797,0.38033335210544583,-4.784620337399521,-0.11607987882333085
-1726355682767990463,31,9,2930,-8.43402,-2.5609754375256077,0.3632348877763482,-2.438864166150974,-0.050937547488378206
-7242437824704739417,44,6,2890,-8.43901,-2.549956166843804,0.32951695510722084,-2.1894343752832186,-0.050130676275550456
6630749336101404685,39,23,2900,-8.38939,-4.330244644749583,0.3796811059806847,-5.22527326412006,-0.1293034336716666
-936427612083551493,33,5,2930,-8.41013,-2.24626840442399,0.33936738950603046,-1.7077106598987153,-0.04140929760958588
-2987588000242493499,30,18,2810,-8.36636,-3.9152801954941676,0.3691314914622025,-4.292667850866259,-0.09951222296621855
4108346514941657548,37,20,2820,-8.38182,-3.579634168220624,0.37909317514501584,-4.571671053740595,-0.10732389992882826
-2987561513530371968,30,7,2950,-8.40436,-2.822871988735694,0.35262833672414845,-2.4398013732091703,-0.05708795592862866
-1726385952185671223,31,17,2850,-8.38156,-3.4585028544132754,0.38938975674742515,-4.242853496796297,-0.09680595052264769
-3458810259984135304,47,18,2860,-8.38281,-3.8200502959311393,0.3897449371922551,-4.72754620158154,-0.11476904150851602
5369558642690194692,38,21,2880,-8.38684,-3.793256961916477,0.38562052750335485,-4.7094010957558865,-0.10974686132071512
-4720023653133168063,46,8,2880,-8.43271,-2.5661820781512006,0.3652644773689996,-2.871878439052753,-0.06553367067999627
-2197624607355482141,32,6,2970,-8.4161,-2.283817984740964,0.32275760883011734,-1.863142034124295,-0.04308312012255561
8681910990231716316,42,15,2830,-8.36965,-3.2010170752178797,0.38229422275835767,-4.122159823209712,-0.097170501229573
-5981244614086329926,45,8,2910,-8.44032,-2.578254671425334,0.3388666921809902,-2.401529838316115,-0.053107537803103205
6159495546453433089,40,24,2990,-8.40277,-4.363958562139582,0.3841714939673196,-5.681521658520249,-0.1466022715406293
-936407429208073721,33,21,2830,-8.38153,-3.9260153495944214,0.37581602005887593,-4.8399533698833235,-0.11853914367192579
-2668930105511861568,49,24,2800,-8.39468,-3.971439037040119,0.3840506868961537,-5.0879728088515135,-0.12074315565641754
324754251354879707,34,12,2910,-8.38023,-3.084990804813492,0.37105689442230544,-3.584288821691193,-0.08308064998414079
-8503643657704015002,43,10,2990,-8.42177,-2.8219038078511813,0.3457432008058968,-3.337801940953105,-0.08046638000134167
8681909722333355645,42,14,2970,-8.35759,-3.1300192920959136,0.3742617277805012,-3.8735034577397975,-0.08918272268840252
-936437700778765033,33,13,2950,-8.36661,-3.456726606188195,0.3713030462289174,-3.8830308494691357,-0.09019084153283122
-1726351898128449894,31,10,2870,-8.41645,-3.100183447809342,0.3448300418803386,-3.228668809611674,-0.07457816507465993
2847182308032860266,36,9,2980,-8.43929,-2.830388067626823,0.32977749373213655,-2.8846917274291215,-0.07216113446341282
-3930113231442826079,48,22,2980,-8.39368,-3.729074566140494,0.38837271621868436,-4.8879333077465965,-0.1138514183026932
-2197622083060124527,32,24,2870,-8.35836,-4.13650952499551,0.3755650214295761,-4.859121118364302,-0.1155648002992428
4108347775677296967,37,19,2960,-8.3779,-3.488629604229215,0.3948884787703466,-4.418983458782701,-0.10380243108962327
5369578823002564664,38,5,2980,-8.38733,-2.46628767238742,0.34239988098621466,-2.1269433960539046,-0.051454726321112795
-2197606953482159943,32,20,2890,-8.37962,-3.3706699004729286,0.40031981996639043,-4.115411232271599,-0.09035498869167018
-3458802688034761858,47,24,2840,-8.40004,-4.06718672481666,0.38363277742095353,-5.355462252592761,-0.13304150990285946
2847150778047307143,36,16,2960,-8.38393,-3.786632268214982,0.3654109010366507,-4.144024090071554,-0.09305538631563331
-2668918752935376309,49,23,2980,-8.39794,-3.986035655425228,0.3816239673443755,-5.343524789366207,-0.13405915436339258
6159494290750805350,40,23,2810,-8.40842,-4.092395104023476,0.380462264048858,-5.048710851982953,-0.12444761002238257
-8503651220346977036,43,20,2930,-8.39057,-3.9163957668166405,0.3768091193197329,-4.9070589245239375,-0.12238418981581298
6159523291985853483,40,14,2930,-8.38909,-3.420385799197245,0.36425603312630367,-4.005428091611272,-0.09649152672314908
-4720026170261144229,46,10,2840,-8.40491,-3.189792226988024,0.35563699561260526,-3.754991233464259,-0.08904960886876967
-3930104400924804354,48,13,2960,-8.40993,-3.192644908083201,0.3896213897638804,-4.137725995347679,-0.09896416806340393
324758036162187332,34,11,2890,-8.38307,-3.124729307379026,0.3821917233142816,-3.3465494364343673,-0.07197313070433374
4108362905725941347,37,7,2840,-8.4226,-2.6897141786481233,0.3167454292633125,-2.483616761872386,-0.06225306055756459
7420712724703365821,41,11,2970,-8.39131,-3.275786627028772,0.3721165610174527,-3.6702798038448816,-0.0866525527799738
-2668904881711690988,49,12,2920,-8.38077,-3.2159862463197117,0.37770789844263963,-4.22114098408728,-0.10404352841841864
5369566210049275078,38,15,2920,-8.37427,-3.5566524424078034,0.38727116101541664,-4.21342193071162,-0.09646586950447933
2847181040437412335,36,8,2800,-8.41655,-2.3920735314280526,0.35317747329884863,-2.224517528125907,-0.05327082796009596
-3930114496838661498,48,21,2800,-8.39369,-3.969153127832345,0.3775858846013967,-4.905197316438592,-0.11440504323343773
324779477037769471,34,24,2830,-8.36443,-4.001033808805405,0.4082251333856739,-4.848156101855531,-0.11462247819609982
1585951255982153825,35,19,2920,-8.38103,-3.7928746306785093,0.37813450346982347,-4.684775767740686,-0.11215389905201403
7420688766830293004,41,22,2850,-8.39572,-3.9686363871792327,0.37505333495771803,-5.207640525700913,-0.1303192189801741
-7242436568261140514,44,7,2910,-8.45452,-2.4312238613863473,0.3494659063678896,-2.2745553783813612,-0.051636705675600504
-936440225013540099,33,15,2990,-8.37099,-3.8083635340509967,0.3621718215956847,-4.268958218789744,-0.09630740180632348
-3458835483877509804,47,6,2940,-8.40741,-2.153562784556456,0.3662553841725365,-2.4378321902188707,-0.05902198853982246
5369564954067035579,38,14,2860,-8.37903,-3.4750434867499362,0.35274848275867143,-3.865123621768651,-0.09106908960774171
6630743034315247166,39,24,2880,-8.3895,-4.0934281012601295,0.3976082300489365,-4.929377930103467,-0.11816611781769455
-4720012298832410284,46,17,2860,-8.39093,-3.604889212223329,0.3774163528956247,-4.679028567272807,-0.11545969313479171
-2987586739614038588,30,19,2990,-8.39041,-3.7002349337429807,0.3796447556460884,-4.134677636160724,-0.09155384118786138
4108342730157650903,37,23,2940,-8.37447,-4.200466501319725,0.3789695728302151,-5.061980630414459,-0.12617087063705118
1585973958108327041,35,5,2970,-8.3916,-2.2749431178670014,0.3262068856539048,-1.7693951638699743,-0.04373436562638477
-2197609477642371873,32,18,2850,-8.36039,-3.598925085088701,0.3642131126570289,-4.5683338245955705,-0.11082234181865538
1585955033761885882,35,20,2860,-8.38668,-4.178709420365318,0.3680180837311491,-5.026082718278952,-0.12631311877063034
-7242455483177675067,44,16,2830,-8.39362,-3.9360735108477005,0.39327785986087327,-4.770069252906145,-0.11756532852552432
-5981257226739036870,45,18,2820,-8.40157,-4.232841458931388,0.3612292313084541,-5.028739461894745,-0.12577658636446692
-3930094316936388774,48,5,2900,-8.4359,-2.3685782823976864,0.305993590658478,-1.737497639598947,-0.0402888404468526
5369554865040948123,38,22,2900,-8.38052,-4.1969668348024864,0.37243361023119037,-5.040728225825721,-0.1234555952766495
-8503655002600497253,43,19,2870,-8.39798,-3.5243972315275354,0.38127551032686124,-4.600213605745422,-0.10897388117393526
6159524559753728666,40,15,2870,-8.37921,-3.3683232547833715,0.37152681835553486,-4.053785066895512,-0.09563856418965942
-8503646174389272548,43,8,2950,-8.45082,-2.391718276029674,0.3801915536817106,-2.2657576423720696,-0.05051230986533488
